r1,r2,ang,level,atom_index,atom,scheme,value
1.021,1.105,145.263,hf,1,O,MK,-0.3914965018
1.021,1.105,145.263,hf,2,O,MK,-0.4924343527
1.021,1.105,145.263,hf,0,C,CM5,0.5217819475
1.021,1.105,145.263,hf,1,O,CM5,-0.2294026418
1.021,1.105,145.263,hf,2,O,CM5,-0.2923793056
1.021,1.105,145.263,hf,0,C,MBIS,1.2702469353
1.021,1.105,145.263,hf,1,O,MBIS,-0.590398976
1.021,1.105,145.263,hf,2,O,MBIS,-0.6798479593
1.021,1.105,145.263,hf,0,C,MBIS_raw,1.27024439
1.021,1.105,145.263,hf,1,O,MBIS_raw,-0.5904036
1.021,1.105,145.263,hf,2,O,MBIS_raw,-0.67985263
1.021,1.105,145.263,mp2,0,C,Hirshfeld,0.4134699622
1.021,1.105,145.263,mp2,1,O,Hirshfeld,-0.1696395733
1.021,1.105,145.263,mp2,2,O,Hirshfeld,-0.2438303889
1.021,1.105,145.263,mp2,0,C,VDD,0.4606008338
1.021,1.105,145.263,mp2,1,O,VDD,-0.181043279
1.021,1.105,145.263,mp2,2,O,VDD,-0.2795575548
1.021,1.105,145.263,mp2,0,C,Becke,0.7425169304
1.021,1.105,145.263,mp2,1,O,Becke,-0.3194206339
1.021,1.105,145.263,mp2,2,O,Becke,-0.4230962965
1.021,1.105,145.263,mp2,0,C,ADCH,0.7424774347
1.021,1.105,145.263,mp2,1,O,ADCH,-0.3194458311
1.021,1.105,145.263,mp2,2,O,ADCH,-0.4230316036
1.021,1.105,145.263,mp2,0,C,CHELPG,0.9343052582
1.021,1.105,145.263,mp2,1,O,CHELPG,-0.4181489995
1.021,1.105,145.263,mp2,2,O,CHELPG,-0.5161562588
1.021,1.105,145.263,mp2,0,C,MK,0.8839308545
1.021,1.105,145.263,mp2,1,O,MK,-0.3914965018
1.021,1.105,145.263,mp2,2,O,MK,-0.4924343527
1.021,1.105,145.263,mp2,0,C,CM5,0.5217819475
1.021,1.105,145.263,mp2,1,O,CM5,-0.2294026418
1.021,1.105,145.263,mp2,2,O,CM5,-0.2923793056
1.021,1.105,145.263,mp2,0,C,MBIS,1.2702469353
1.021,1.105,145.263,mp2,1,O,MBIS,-0.590398976
1.021,1.105,145.263,mp2,2,O,MBIS,-0.6798479593
1.021,1.105,145.263,mp2,0,C,MBIS_raw,1.27024439
1.021,1.105,145.263,mp2,1,O,MBIS_raw,-0.5904036
1.021,1.105,145.263,mp2,2,O,MBIS_raw,-0.67985263
1.0,1.132,145.263,hf,0,C,Hirshfeld,0.413972723
1.0,1.132,145.263,hf,1,O,Hirshfeld,-0.1492505393
1.0,1.132,145.263,hf,2,O,Hirshfeld,-0.2647221837
1.0,1.132,145.263,hf,0,C,VDD,0.4543579732
1.0,1.132,145.263,hf,1,O,VDD,-0.1533853331
1.0,1.132,145.263,hf,2,O,VDD,-0.3009726401
1.0,1.132,145.263,hf,0,C,Becke,0.7386338928
1.0,1.132,145.263,hf,1,O,Becke,-0.2888152565
1.0,1.132,145.263,hf,2,O,Becke,-0.4498186363
1.0,1.132,145.263,hf,0,C,ADCH,0.7386048401
1.0,1.132,145.263,hf,1,O,ADCH,-0.2888671435
1.0,1.132,145.263,hf,2,O,ADCH,-0.4497376966
1.0,1.132,145.263,hf,0,C,CHELPG,0.9277289893
1.0,1.132,145.263,hf,1,O,CHELPG,-0.3879275355
1.0,1.132,145.263,hf,2,O,CHELPG,-0.5398014539
1.0,1.132,145.263,hf,0,C,MK,0.8783316511
1.0,1.132,145.263,hf,1,O,MK,-0.3606534141
1.0,1.132,145.263,hf,2,O,MK,-0.517678237
1.0,1.132,145.263,hf,0,C,CM5,0.5223347452
1.0,1.132,145.263,hf,1,O,CM5,-0.2122006478
1.0,1.132,145.263,hf,2,O,CM5,-0.3101340974
1.0,1.132,145.263,hf,0,C,MBIS,1.264182578
1.0,1.132,145.263,hf,1,O,MBIS,-0.5626362244
1.0,1.132,145.263,hf,2,O,MBIS,-0.7015463536
1.0,1.132,145.263,hf,0,C,MBIS_raw,1.26418618
1.0,1.132,145.263,hf,1,O,MBIS_raw,-0.56262971
1.0,1.132,145.263,hf,2,O,MBIS_raw,-0.70153973
1.0,1.132,145.263,mp2,0,C,Hirshfeld,0.413972723
1.0,1.132,145.263,mp2,1,O,Hirshfeld,-0.1492505393
1.0,1.132,145.263,mp2,2,O,Hirshfeld,-0.2647221837
1.0,1.132,145.263,mp2,0,C,VDD,0.4543579732
1.0,1.132,145.263,mp2,1,O,VDD,-0.1533853331
1.0,1.132,145.263,mp2,2,O,VDD,-0.3009726401
1.0,1.132,145.263,mp2,0,C,Becke,0.7386338928
1.0,1.132,145.263,mp2,1,O,Becke,-0.2888152565
1.0,1.132,145.263,mp2,2,O,Becke,-0.4498186363
1.0,1.132,145.263,mp2,0,C,ADCH,0.7386048401
1.0,1.132,145.263,mp2,1,O,ADCH,-0.2888671435
1.0,1.132,145.263,mp2,2,O,ADCH,-0.4497376966
1.0,1.132,145.263,mp2,0,C,CHELPG,0.9277289893
1.0,1.132,145.263,mp2,1,O,CHELPG,-0.3879275355
1.0,1.132,145.263,mp2,2,O,CHELPG,-0.5398014539
1.0,1.132,145.263,mp2,0,C,MK,0.8783316511
1.0,1.132,145.263,mp2,1,O,MK,-0.3606534141
1.0,1.132,145.263,mp2,2,O,MK,-0.517678237
1.0,1.132,145.263,mp2,0,C,CM5,0.5223347452
1.0,1.132,145.263,mp2,1,O,CM5,-0.2122006478
1.0,1.132,145.263,mp2,2,O,CM5,-0.3101340974
1.0,1.132,145.263,mp2,0,C,MBIS,1.264182578
1.0,1.132,145.263,mp2,1,O,MBIS,-0.5626362244
1.0,1.132,145.263,mp2,2,O,MBIS,-0.7015463536
1.0,1.132,145.263,mp2,0,C,MBIS_raw,1.26418618
1.0,1.132,145.263,mp2,1,O,MBIS_raw,-0.56262971
1.0,1.132,145.263,mp2,2,O,MBIS_raw,-0.70153973
1.021,1.132,145.263,hf,0,C,Hirshfeld,0.4148215616
1.021,1.132,145.263,hf,1,O,Hirshfeld,-0.1589286661
1.021,1.132,145.263,hf,2,O,Hirshfeld,-0.2558928955
1.021,1.132,145.263,hf,0,C,VDD,0.4614240311
1.021,1.132,145.263,hf,1,O,VDD,-0.1661217848
1.021,1.132,145.263,hf,2,O,VDD,-0.2953022463
1.021,1.132,145.263,hf,0,C,Becke,0.7349732096
1.021,1.132,145.263,hf,1,O,Becke,-0.3008257784
1.021,1.132,145.263,hf,2,O,Becke,-0.4341474312
1.021,1.132,145.263,hf,0,C,ADCH,0.73494047
1.021,1.132,145.263,hf,1,O,ADCH,-0.300865172
1.021,1.132,145.263,hf,2,O,ADCH,-0.434075298
1.021,1.132,145.263,hf,0,C,CHELPG,0.9214368646
1.021,1.132,145.263,hf,1,O,CHELPG,-0.3977621967
1.021,1.132,145.263,hf,2,O,CHELPG,-0.5236746678
1.021,1.132,145.263,hf,0,C,MK,0.8716282275
1.021,1.132,145.263,hf,1,O,MK,-0.3706612947
1.021,1.132,145.263,hf,2,O,MK,-0.5009669328
1.021,1.132,145.263,hf,0,C,CM5,0.5199965578
1.021,1.132,145.263,hf,1,O,CM5,-0.2186917579
1.021,1.132,145.263,hf,2,O,CM5,-0.3013047999
1.021,1.132,145.263,hf,0,C,MBIS,1.2526634717
1.021,1.132,145.263,hf,1,O,MBIS,-0.5687651086
1.021,1.132,145.263,hf,2,O,MBIS,-0.683898363
1.021,1.132,145.263,hf,0,C,MBIS_raw,1.25266414
1.021,1.132,145.263,hf,1,O,MBIS_raw,-0.56876391
1.021,1.132,145.263,hf,2,O,MBIS_raw,-0.68389715
1.021,1.132,145.263,mp2,0,C,Hirshfeld,0.4148215616
1.021,1.132,145.263,mp2,1,O,Hirshfeld,-0.1589286661
1.021,1.132,145.263,mp2,2,O,Hirshfeld,-0.2558928955
1.021,1.132,145.263,mp2,0,C,VDD,0.4614240311
1.021,1.132,145.263,mp2,1,O,VDD,-0.1661217848
1.021,1.132,145.263,mp2,2,O,VDD,-0.2953022463
1.021,1.132,145.263,mp2,0,C,Becke,0.7349732096
1.021,1.132,145.263,mp2,1,O,Becke,-0.3008257784
1.021,1.132,145.263,mp2,2,O,Becke,-0.4341474312
1.021,1.132,145.263,mp2,0,C,ADCH,0.73494047
1.021,1.132,145.263,mp2,1,O,ADCH,-0.300865172
1.021,1.132,145.263,mp2,2,O,ADCH,-0.434075298
1.021,1.132,145.263,mp2,0,C,CHELPG,0.9214368646
1.021,1.132,145.263,mp2,1,O,CHELPG,-0.3977621967
1.021,1.132,145.263,mp2,2,O,CHELPG,-0.5236746678
1.021,1.132,145.263,mp2,0,C,MK,0.8716282275
1.021,1.132,145.263,mp2,1,O,MK,-0.3706612947
1.021,1.132,145.263,mp2,2,O,MK,-0.5009669328
1.021,1.132,145.263,mp2,0,C,CM5,0.5199965578
1.021,1.132,145.263,mp2,1,O,CM5,-0.2186917579
1.021,1.132,145.263,mp2,2,O,CM5,-0.3013047999
1.021,1.132,145.263,mp2,0,C,MBIS,1.2526634717
1.021,1.132,145.263,mp2,1,O,MBIS,-0.5687651086
1.021,1.132,145.263,mp2,2,O,MBIS,-0.683898363
1.021,1.132,145.263,mp2,0,C,MBIS_raw,1.25266414
1.021,1.132,145.263,mp2,1,O,MBIS_raw,-0.56876391
1.021,1.132,145.263,mp2,2,O,MBIS_raw,-0.68389715
1.0,1.158,145.263,hf,0,C,Hirshfeld,0.4151296788
1.0,1.158,145.263,hf,1,O,Hirshfeld,-0.1393391081
1.0,1.158,145.263,hf,2,O,Hirshfeld,-0.2757905707
1.0,1.158,145.263,hf,0,C,VDD,0.4569895953
1.0,1.158,145.263,hf,1,O,VDD,-0.1438916255
1.0,1.158,145.263,hf,2,O,VDD,-0.3130979698
1.0,1.158,145.263,hf,0,C,Becke,0.730449584
1.0,1.158,145.263,hf,1,O,Becke,-0.2715090119
1.0,1.158,145.263,hf,2,O,Becke,-0.4589405721
1.0,1.158,145.263,hf,0,C,ADCH,0.7304231854
1.0,1.158,145.263,hf,1,O,ADCH,-0.2715737568
1.0,1.158,145.263,hf,2,O,ADCH,-0.4588494286
1.0,1.158,145.263,hf,0,C,CHELPG,0.9156478784
1.0,1.158,145.263,hf,1,O,CHELPG,-0.3692262643
1.0,1.158,145.263,hf,2,O,CHELPG,-0.5464216141
1.0,1.158,145.263,hf,0,C,MK,0.8649061273
1.0,1.158,145.263,hf,1,O,MK,-0.3406146462
1.0,1.158,145.263,hf,2,O,MK,-0.5242914811
1.0,1.158,145.263,hf,0,C,CM5,0.5206626312
1.0,1.158,145.263,hf,1,O,CM5,-0.2022892408
1.0,1.158,145.263,hf,2,O,CM5,-0.3183733903
1.0,1.158,145.263,hf,0,C,MBIS,1.2463841622
1.0,1.158,145.263,hf,1,O,MBIS,-0.5422773293
1.0,1.158,145.263,hf,2,O,MBIS,-0.7041068329
1.0,1.158,145.263,hf,0,C,MBIS_raw,1.24639067
1.0,1.158,145.263,hf,1,O,MBIS_raw,-0.54226563
1.0,1.158,145.263,hf,2,O,MBIS_raw,-0.70409491
1.0,1.158,145.263,mp2,0,C,Hirshfeld,0.4151296788
1.0,1.158,145.263,mp2,1,O,Hirshfeld,-0.1393391081
1.0,1.158,145.263,mp2,2,O,Hirshfeld,-0.2757905707
1.0,1.158,145.263,mp2,0,C,VDD,0.4569895953
1.0,1.158,145.263,mp2,1,O,VDD,-0.1438916255
1.0,1.158,145.263,mp2,2,O,VDD,-0.3130979698
1.0,1.158,145.263,mp2,0,C,Becke,0.730449584
1.0,1.158,145.263,mp2,1,O,Becke,-0.2715090119
1.0,1.158,145.263,mp2,2,O,Becke,-0.4589405721
1.0,1.158,145.263,mp2,0,C,ADCH,0.7304231854
1.0,1.158,145.263,mp2,1,O,ADCH,-0.2715737568
1.0,1.158,145.263,mp2,2,O,ADCH,-0.4588494286
1.0,1.158,145.263,mp2,0,C,CHELPG,0.9156478784
1.0,1.158,145.263,mp2,1,O,CHELPG,-0.3692262643
1.0,1.158,145.263,mp2,2,O,CHELPG,-0.5464216141
1.0,1.158,145.263,mp2,0,C,MK,0.8649061273
1.0,1.158,145.263,mp2,1,O,MK,-0.3406146462
1.0,1.158,145.263,mp2,2,O,MK,-0.5242914811
1.0,1.158,145.263,mp2,0,C,CM5,0.5206626312
1.0,1.158,145.263,mp2,1,O,CM5,-0.2022892408
1.0,1.158,145.263,mp2,2,O,CM5,-0.3183733903
1.0,1.158,145.263,mp2,0,C,MBIS,1.2463841622
1.0,1.158,145.263,mp2,1,O,MBIS,-0.5422773293
1.0,1.158,145.263,mp2,2,O,MBIS,-0.7041068329
1.0,1.158,145.263,mp2,0,C,MBIS_raw,1.24639067
1.0,1.158,145.263,mp2,1,O,MBIS_raw,-0.54226563
1.0,1.158,145.263,mp2,2,O,MBIS_raw,-0.70409491
1.0,1.184,145.263,hf,0,C,Hirshfeld,0.4160977678
1.0,1.184,145.263,hf,1,O,Hirshfeld,-0.1297774362
1.0,1.184,145.263,hf,2,O,Hirshfeld,-0.2863203316
1.0,1.184,145.263,hf,0,C,VDD,0.4588393186
1.0,1.184,145.263,hf,1,O,VDD,-0.1326040255
1.0,1.184,145.263,hf,2,O,VDD,-0.3262352932
1.0,1.184,145.263,hf,0,C,Becke,0.7215229467
1.0,1.184,145.263,hf,1,O,Becke,-0.2547496213
1.0,1.184,145.263,hf,2,O,Becke,-0.4667733254
1.0,1.184,145.263,hf,0,C,ADCH,0.7215039651
1.0,1.184,145.263,hf,1,O,ADCH,-0.2548333453
1.0,1.184,145.263,hf,2,O,ADCH,-0.4666706198
1.0,1.184,145.263,hf,0,C,CHELPG,0.9007468082
1.0,1.184,145.263,hf,1,O,CHELPG,-0.3497565851
1.0,1.184,145.263,hf,2,O,CHELPG,-0.5509902231
1.0,1.184,145.263,hf,0,C,MK,0.8508479837
1.0,1.184,145.263,hf,1,O,MK,-0.3210700328
1.0,1.184,145.263,hf,2,O,MK,-0.5297779509
1.0,1.184,145.263,hf,0,C,CM5,0.5189779163
1.0,1.184,145.263,hf,1,O,CM5,-0.1927276041
1.0,1.184,145.263,hf,2,O,CM5,-0.3262503123
1.0,1.184,145.263,hf,0,C,MBIS,1.2280869864
1.0,1.184,145.263,hf,1,O,MBIS,-0.522479823
1.0,1.184,145.263,hf,2,O,MBIS,-0.7056071634
1.0,1.184,145.263,hf,0,C,MBIS_raw,1.22809458
1.0,1.184,145.263,hf,1,O,MBIS_raw,-0.52246626
1.0,1.184,145.263,hf,2,O,MBIS_raw,-0.70559331
1.0,1.184,145.263,mp2,0,C,Hirshfeld,0.4160977678
1.0,1.184,145.263,mp2,1,O,Hirshfeld,-0.1297774362
1.0,1.184,145.263,mp2,2,O,Hirshfeld,-0.2863203316
1.0,1.184,145.263,mp2,0,C,VDD,0.4588393186
1.0,1.184,145.263,mp2,1,O,VDD,-0.1326040255
1.0,1.184,145.263,mp2,2,O,VDD,-0.3262352932
1.0,1.184,145.263,mp2,0,C,Becke,0.7215229467
1.0,1.184,145.263,mp2,1,O,Becke,-0.2547496213
1.0,1.184,145.263,mp2,2,O,Becke,-0.4667733254
1.0,1.184,145.263,mp2,0,C,ADCH,0.7215039651
1.0,1.184,145.263,mp2,1,O,ADCH,-0.2548333453
1.0,1.184,145.263,mp2,2,O,ADCH,-0.4666706198
1.0,1.184,145.263,mp2,0,C,CHELPG,0.9007468082
1.0,1.184,145.263,mp2,1,O,CHELPG,-0.3497565851
1.0,1.184,145.263,mp2,2,O,CHELPG,-0.5509902231
1.0,1.184,145.263,mp2,0,C,MK,0.8508479837
1.0,1.184,145.263,mp2,1,O,MK,-0.3210700328
1.0,1.184,145.263,mp2,2,O,MK,-0.5297779509
1.0,1.184,145.263,mp2,0,C,CM5,0.5189779163
1.0,1.184,145.263,mp2,1,O,CM5,-0.1927276041
1.0,1.184,145.263,mp2,2,O,CM5,-0.3262503123
1.0,1.184,145.263,mp2,0,C,MBIS,1.2280869864
1.0,1.184,145.263,mp2,1,O,MBIS,-0.522479823
1.0,1.184,145.263,mp2,2,O,MBIS,-0.7056071634
1.0,1.184,145.263,mp2,0,C,MBIS_raw,1.22809458
1.0,1.184,145.263,mp2,1,O,MBIS_raw,-0.52246626
1.0,1.184,145.263,mp2,2,O,MBIS_raw,-0.70559331
1.0,1.211,145.263,hf,0,C,Hirshfeld,0.4168260673
1.0,1.211,145.263,hf,1,O,Hirshfeld,-0.1202481921
1.0,1.211,145.263,hf,2,O,Hirshfeld,-0.2965778751
1.0,1.211,145.263,hf,0,C,VDD,0.4595333536
1.0,1.211,145.263,hf,1,O,VDD,-0.121119378
1.0,1.211,145.263,hf,2,O,VDD,-0.3384139756
1.0,1.211,145.263,hf,0,C,Becke,0.7113704429
1.0,1.211,145.263,hf,1,O,Becke,-0.2378988154
1.0,1.211,145.263,hf,2,O,Becke,-0.4734716275
1.0,1.211,145.263,hf,0,C,ADCH,0.7113580538
1.0,1.211,145.263,hf,1,O,ADCH,-0.2380002026
1.0,1.211,145.263,hf,2,O,ADCH,-0.4733578512
1.0,1.211,145.263,hf,0,C,CHELPG,0.8857887969
1.0,1.211,145.263,hf,1,O,CHELPG,-0.3304783964
1.0,1.211,145.263,hf,2,O,CHELPG,-0.5553104004
1.0,1.211,145.263,hf,0,C,MK,0.8358809544
1.0,1.211,145.263,hf,1,O,MK,-0.3015741333
1.0,1.211,145.263,hf,2,O,MK,-0.5343068211
1.0,1.211,145.263,hf,0,C,CM5,0.5171261596
1.0,1.211,145.263,hf,1,O,CM5,-0.1831983941
1.0,1.211,145.263,hf,2,O,CM5,-0.3339277655
1.0,1.211,145.263,hf,0,C,MBIS,1.2084696996
1.0,1.211,145.263,hf,1,O,MBIS,-0.5025143864
1.0,1.211,145.263,hf,2,O,MBIS,-0.7059553132
1.0,1.211,145.263,hf,0,C,MBIS_raw,1.20847577
1.0,1.211,145.263,hf,1,O,MBIS_raw,-0.50250361
1.0,1.211,145.263,hf,2,O,MBIS_raw,-0.70594428
1.0,1.211,145.263,mp2,0,C,Hirshfeld,0.4168260673
1.0,1.211,145.263,mp2,1,O,Hirshfeld,-0.1202481921
1.0,1.211,145.263,mp2,2,O,Hirshfeld,-0.2965778751
1.0,1.211,145.263,mp2,0,C,VDD,0.4595333536
1.0,1.211,145.263,mp2,1,O,VDD,-0.121119378
1.0,1.211,145.263,mp2,2,O,VDD,-0.3384139756
1.0,1.211,145.263,mp2,0,C,Becke,0.7113704429
1.0,1.211,145.263,mp2,1,O,Becke,-0.2378988154
1.0,1.211,145.263,mp2,2,O,Becke,-0.4734716275
1.0,1.211,145.263,mp2,0,C,ADCH,0.7113580538
1.0,1.211,145.263,mp2,1,O,ADCH,-0.2380002026
1.0,1.211,145.263,mp2,2,O,ADCH,-0.4733578512
1.0,1.211,145.263,mp2,0,C,CHELPG,0.8857887969
1.0,1.211,145.263,mp2,1,O,CHELPG,-0.3304783964
1.0,1.211,145.263,mp2,2,O,CHELPG,-0.5553104004
1.0,1.211,145.263,mp2,0,C,MK,0.8358809544
1.0,1.211,145.263,mp2,1,O,MK,-0.3015741333
1.0,1.211,145.263,mp2,2,O,MK,-0.5343068211
1.0,1.211,145.263,mp2,0,C,CM5,0.5171261596
1.0,1.211,145.263,mp2,1,O,CM5,-0.1831983941
1.0,1.211,145.263,mp2,2,O,CM5,-0.3339277655
1.0,1.211,145.263,mp2,0,C,MBIS,1.2084696996
1.0,1.211,145.263,mp2,1,O,MBIS,-0.5025143864
1.0,1.211,145.263,mp2,2,O,MBIS,-0.7059553132
1.0,1.211,145.263,mp2,0,C,MBIS_raw,1.20847577
1.0,1.211,145.263,mp2,1,O,MBIS_raw,-0.50250361
1.0,1.211,145.263,mp2,2,O,MBIS_raw,-0.70594428
1.0,1.237,145.263,hf,0,C,Hirshfeld,0.4171829765
1.0,1.237,145.263,hf,1,O,Hirshfeld,-0.1114855231
1.0,1.237,145.263,hf,2,O,Hirshfeld,-0.3056974534
1.0,1.237,145.263,hf,0,C,VDD,0.4585601866
1.0,1.237,145.263,hf,1,O,VDD,-0.1090645711
1.0,1.237,145.263,hf,2,O,VDD,-0.3494956155
1.0,1.237,145.263,hf,0,C,Becke,0.7006632524
1.0,1.237,145.263,hf,1,O,Becke,-0.2221868102
1.0,1.237,145.263,hf,2,O,Becke,-0.4784764422
1.0,1.237,145.263,hf,0,C,ADCH,0.7006579896
1.0,1.237,145.263,hf,1,O,ADCH,-0.2223039097
1.0,1.237,145.263,hf,2,O,ADCH,-0.4783540799
1.0,1.237,145.263,hf,0,C,CHELPG,0.8712833915
1.0,1.237,145.263,hf,1,O,CHELPG,-0.3132709257
1.0,1.237,145.263,hf,2,O,CHELPG,-0.5580124658
1.0,1.237,145.263,hf,0,C,MK,0.8204661735
1.0,1.237,145.263,hf,1,O,MK,-0.2832439576
1.0,1.237,145.263,hf,2,O,MK,-0.537222216
1.0,1.237,145.263,hf,0,C,CM5,0.5151562429
1.0,1.237,145.263,hf,1,O,CM5,-0.1744357447
1.0,1.237,145.263,hf,2,O,CM5,-0.3407204982
1.0,1.237,145.263,hf,0,C,MBIS,1.1888250836
1.0,1.237,145.263,hf,1,O,MBIS,-0.4838148487
1.0,1.237,145.263,hf,2,O,MBIS,-0.7050102349
1.0,1.237,145.263,hf,0,C,MBIS_raw,1.18882801
1.0,1.237,145.263,hf,1,O,MBIS_raw,-0.4838097
1.0,1.237,145.263,hf,2,O,MBIS_raw,-0.70500495
1.0,1.237,145.263,mp2,0,C,Hirshfeld,0.4171829765
1.0,1.237,145.263,mp2,1,O,Hirshfeld,-0.1114855231
1.0,1.237,145.263,mp2,2,O,Hirshfeld,-0.3056974534
1.0,1.237,145.263,mp2,0,C,VDD,0.4585601866
1.0,1.237,145.263,mp2,1,O,VDD,-0.1090645711
1.0,1.237,145.263,mp2,2,O,VDD,-0.3494956155
1.0,1.237,145.263,mp2,0,C,Becke,0.7006632524
1.0,1.237,145.263,mp2,1,O,Becke,-0.2221868102
1.0,1.237,145.263,mp2,2,O,Becke,-0.4784764422
1.0,1.237,145.263,mp2,0,C,ADCH,0.7006579896
1.0,1.237,145.263,mp2,1,O,ADCH,-0.2223039097
1.0,1.237,145.263,mp2,2,O,ADCH,-0.4783540799
1.0,1.237,145.263,mp2,0,C,CHELPG,0.8712833915
1.0,1.237,145.263,mp2,1,O,CHELPG,-0.3132709257
1.0,1.237,145.263,mp2,2,O,CHELPG,-0.5580124658
1.0,1.237,145.263,mp2,0,C,MK,0.8204661735
1.0,1.237,145.263,mp2,1,O,MK,-0.2832439576
1.0,1.237,145.263,mp2,2,O,MK,-0.537222216
1.0,1.237,145.263,mp2,0,C,CM5,0.5151562429
1.0,1.237,145.263,mp2,1,O,CM5,-0.1744357447
1.0,1.237,145.263,mp2,2,O,CM5,-0.3407204982
1.0,1.237,145.263,mp2,0,C,MBIS,1.1888250836
1.0,1.237,145.263,mp2,1,O,MBIS,-0.4838148487
1.0,1.237,145.263,mp2,2,O,MBIS,-0.7050102349
1.0,1.237,145.263,mp2,0,C,MBIS_raw,1.18882801
1.0,1.237,145.263,mp2,1,O,MBIS_raw,-0.4838097
1.0,1.237,145.263,mp2,2,O,MBIS_raw,-0.70500495
1.0,1.263,145.263,hf,0,C,Hirshfeld,0.4171320003
1.0,1.263,145.263,hf,1,O,Hirshfeld,-0.1031592637
1.0,1.263,145.263,hf,2,O,Hirshfeld,-0.3139727366
1.0,1.263,145.263,hf,0,C,VDD,0.457771841
1.0,1.263,145.263,hf,1,O,VDD,-0.1008855203
1.0,1.263,145.263,hf,2,O,VDD,-0.3568863206
1.0,1.263,145.263,hf,0,C,Becke,0.6889620004
1.0,1.263,145.263,hf,1,O,Becke,-0.2069632228
1.0,1.263,145.263,hf,2,O,Becke,-0.4819987775
1.0,1.263,145.263,hf,0,C,ADCH,0.688942869
1.0,1.263,145.263,hf,1,O,ADCH,-0.207078857
1.0,1.263,145.263,hf,2,O,ADCH,-0.481864012
1.0,1.263,145.263,hf,0,C,CHELPG,0.853367735
1.0,1.263,145.263,hf,1,O,CHELPG,-0.2950385948
1.0,1.263,145.263,hf,2,O,CHELPG,-0.5583291401
1.0,1.263,145.263,hf,0,C,MK,0.8045131453
1.0,1.263,145.263,hf,1,O,MK,-0.265556826
1.0,1.263,145.263,hf,2,O,MK,-0.5389563193
1.0,1.263,145.263,hf,0,C,CM5,0.512923386
1.0,1.263,145.263,hf,1,O,CM5,-0.1661094952
1.0,1.263,145.263,hf,2,O,CM5,-0.3468138908
1.0,1.263,145.263,hf,0,C,MBIS,1.1683811269
1.0,1.263,145.263,hf,1,O,MBIS,-0.4656489639
1.0,1.263,145.263,hf,2,O,MBIS,-0.702732163
1.0,1.263,145.263,hf,0,C,MBIS_raw,1.168381
1.0,1.263,145.263,hf,1,O,MBIS_raw,-0.46564919
1.0,1.263,145.263,hf,2,O,MBIS_raw,-0.70273239
1.0,1.263,145.263,mp2,0,C,Hirshfeld,0.4171320003
1.0,1.263,145.263,mp2,1,O,Hirshfeld,-0.1031592637
1.0,1.263,145.263,mp2,2,O,Hirshfeld,-0.3139727366
1.0,1.263,145.263,mp2,0,C,VDD,0.457771841
1.0,1.263,145.263,mp2,1,O,VDD,-0.1008855203
1.0,1.263,145.263,mp2,2,O,VDD,-0.3568863206
1.0,1.263,145.263,mp2,0,C,Becke,0.6889620004
1.0,1.263,145.263,mp2,1,O,Becke,-0.2069632228
1.0,1.263,145.263,mp2,2,O,Becke,-0.4819987775
1.0,1.263,145.263,mp2,0,C,ADCH,0.688942869
1.0,1.263,145.263,mp2,1,O,ADCH,-0.207078857
1.0,1.263,145.263,mp2,2,O,ADCH,-0.481864012
1.0,1.263,145.263,mp2,0,C,CHELPG,0.853367735
1.0,1.263,145.263,mp2,1,O,CHELPG,-0.2950385948
1.0,1.263,145.263,mp2,2,O,CHELPG,-0.5583291401
1.0,1.263,145.263,mp2,0,C,MK,0.8045131453
1.0,1.263,145.263,mp2,1,O,MK,-0.265556826
1.0,1.263,145.263,mp2,2,O,MK,-0.5389563193
1.0,1.263,145.263,mp2,0,C,CM5,0.512923386
1.0,1.263,145.263,mp2,1,O,CM5,-0.1661094952
1.0,1.263,145.263,mp2,2,O,CM5,-0.3468138908
1.0,1.263,145.263,mp2,0,C,MBIS,1.1683811269
1.0,1.263,145.263,mp2,1,O,MBIS,-0.4656489639
1.0,1.263,145.263,mp2,2,O,MBIS,-0.702732163
1.0,1.263,145.263,mp2,0,C,MBIS_raw,1.168381
1.0,1.263,145.263,mp2,1,O,MBIS_raw,-0.46564919
1.0,1.263,145.263,mp2,2,O,MBIS_raw,-0.70273239
1.0,1.289,145.263,hf,0,C,Hirshfeld,0.41660721
1.0,1.289,145.263,hf,1,O,Hirshfeld,-0.0953012972
1.0,1.289,145.263,hf,2,O,Hirshfeld,-0.3213059128
1.0,1.289,145.263,hf,0,C,VDD,0.4573367069
1.0,1.289,145.263,hf,1,O,VDD,-0.0923382434
1.0,1.289,145.263,hf,2,O,VDD,-0.3649984635
1.0,1.289,145.263,hf,0,C,Becke,0.6761984488
1.0,1.289,145.263,hf,1,O,Becke,-0.1922178511
1.0,1.289,145.263,hf,2,O,Becke,-0.4839805978
1.0,1.289,145.263,hf,0,C,ADCH,0.6761817259
1.0,1.289,145.263,hf,1,O,ADCH,-0.1923422915
1.0,1.289,145.263,hf,2,O,ADCH,-0.4838394344
1.0,1.289,145.263,hf,0,C,CHELPG,0.8362656023
1.0,1.289,145.263,hf,1,O,CHELPG,-0.2782394449
1.0,1.289,145.263,hf,2,O,CHELPG,-0.5580261575
1.0,1.289,145.263,hf,0,C,MK,0.7877824012
1.0,1.289,145.263,hf,1,O,MK,-0.2484562916
1.0,1.289,145.263,hf,2,O,MK,-0.5393261095
