lambda,distance_A,E_total_eV,E_internal_eV,E_ml2b_eV,E_mm_eV
0.1,3.982857142857143,-48.499488830566406,-48.36273956298828,-0.13742218911647797,0.0006703295512124896
0.1,4.194285714285714,-48.44581985473633,-48.34532165527344,-0.10100516676902771,0.0005064000142738223
0.1,4.405714285714286,-48.39327621459961,-48.33129119873047,-0.06244789808988571,0.0004613305500242859
0.1,4.6171428571428565,-48.32449722290039,-48.295494079589844,-0.02955370396375656,0.0005490579060278833
0.1,4.828571428571428,-48.2291374206543,-48.22276306152344,-0.007055342197418213,0.0006824078736826777
0.1,5.04,-48.11611557006836,-48.116886138916016,-0.0,0.0007691762875765562
0.1,5.251428571428571,-47.99514389038086,-47.99595642089844,-0.0,0.0008111415081657469
0.1,5.462857142857143,-47.88526916503906,-47.88610076904297,-0.0,0.0008299348992295563
0.1,5.674285714285714,-47.791786193847656,-47.7926139831543,-0.0,0.0008290612604469061
0.1,5.885714285714285,-47.7031364440918,-47.703948974609375,-0.0,0.0008134884410537779
0.1,6.097142857142857,-47.610572814941406,-47.61136245727539,-0.0,0.0007878042524680495
0.1,6.308571428571429,-47.532135009765625,-47.53289031982422,-0.0,0.0007554256590083241
0.1,6.52,-47.48193359375,-47.48265075683594,-0.0,0.000718950352165848
0.1,6.731428571428571,-47.470069885253906,-47.47074890136719,-0.0,0.0006800169940106571
0.1,6.942857142857143,-47.471435546875,-47.472076416015625,-0.0,0.0006395173259079456
0.1,7.154285714285714,-47.47182083129883,-47.47241973876953,-0.0,0.0005979088018648326
0.1,7.365714285714286,-47.47156524658203,-47.47212219238281,-0.0,0.0005552689544856548
0.1,7.577142857142857,-47.471893310546875,-47.47240447998047,-0.0,0.0005114401574246585
0.1,7.788571428571428,-47.47196578979492,-47.47243118286133,-0.0,0.00046606571413576603
0.1,8.0,-47.471702575683594,-47.47212219238281,-0.0,0.0004188509483356029
0.2,0.6,-40.270965576171875,-45.34935760498047,5.078391075134277,0.0
0.2,0.8114285714285714,-41.80026626586914,-45.30522918701172,3.5049636363983154,0.0
0.2,1.022857142857143,-42.149871826171875,-45.366371154785156,3.2164974212646484,0.0
0.2,1.2342857142857144,-43.982303619384766,-45.621273040771484,1.638970971107483,0.0
0.2,1.4457142857142857,-44.833709716796875,-45.6593132019043,0.8256027102470398,0.0
0.2,1.657142857142857,-44.00331497192383,-45.717960357666016,1.7146446704864502,0.0
0.2,1.8685714285714288,-44.498077392578125,-45.81679153442383,1.3187141418457031,0.0
0.2,2.08,-45.33889389038086,-45.890846252441406,0.551953136920929,0.0
0.2,2.2914285714285714,-45.986305236816406,-46.24805450439453,0.2617507874965668,0.0
0.2,2.502857142857143,-46.56167984008789,-46.49964141845703,-0.062039948999881744,0.0
0.2,2.7142857142857144,-47.04424285888672,-46.779754638671875,-0.2644897401332855,0.0
0.2,2.9257142857142857,-47.5794677734375,-47.20392608642578,-0.37554094195365906,0.0
0.2,3.1371428571428575,-48.041221618652344,-47.62483596801758,-0.41638413071632385,0.0
0.2,3.3485714285714288,-48.34052658081055,-47.92247009277344,-0.41805800795555115,0.0
0.2,3.56,-48.57061767578125,-48.182640075683594,-0.3881879448890686,0.00021035164536442608
0.2,3.771428571428572,-48.672637939453125,-48.338592529296875,-0.3353844881057739,0.0013384006451815367
0.2,3.982857142857143,-48.636322021484375,-48.36273193359375,-0.27493029832839966,0.0013406591024249792
0.2,4.194285714285714,-48.546512603759766,-48.34553527832031,-0.20198658108711243,0.0010128000285476446
0.2,4.405714285714286,-48.45534133911133,-48.33131408691406,-0.12494919449090958,0.0009226611000485718
0.2,4.6171428571428565,-48.35417556762695,-48.29619598388672,-0.059079933911561966,0.0010981158120557666
0.2,4.828571428571428,-48.23506546020508,-48.222328186035156,-0.014103669673204422,0.0013648157473653555
0.2,5.04,-48.11520767211914,-48.11674499511719,-0.0,0.0015383525751531124
0.2,5.251428571428571,-47.99433517456055,-47.99595642089844,-0.0,0.0016222830163314939
0.2,5.462857142857143,-47.88444137573242,-47.88610076904297,-0.0,0.0016598697984591126
0.2,5.674285714285714,-47.790950775146484,-47.79261016845703,-0.0,0.0016581225208938122
0.2,5.885714285714285,-47.70246505737305,-47.70409393310547,-0.0,0.0016269768821075559
0.2,6.097142857142857,-47.60984420776367,-47.611419677734375,-0.0,0.001575608504936099
0.2,6.308571428571429,-47.531036376953125,-47.53254699707031,-0.0,0.0015108513180166483
0.2,6.52,-47.48115921020508,-47.48259735107422,-0.0,0.001437900704331696
0.2,6.731428571428571,-47.470645904541016,-47.472007751464844,-0.0,0.0013600339880213141
0.2,6.942857142857143,-47.47026824951172,-47.4715461730957,-0.0,0.0012790346518158913
0.2,7.154285714285714,-47.47040557861328,-47.47159957885742,-0.0,0.0011958176037296653
0.2,7.365714285714286,-47.471012115478516,-47.47212219238281,-0.0,0.0011105379089713097
0.2,7.577142857142857,-47.47138214111328,-47.47240447998047,-0.0,0.001022880314849317
0.2,7.788571428571428,-47.47123718261719,-47.47216796875,-0.0,0.0009321314282715321
0.2,8.0,-47.471282958984375,-47.47212219238281,-0.0,0.0008377018966712058
0.3,0.6,-37.73162841796875,-45.3489990234375,7.617371082305908,0.0
0.3,0.8114285714285714,-40.0477294921875,-45.30481719970703,5.257086753845215,0.0
0.3,1.022857142857143,-40.542083740234375,-45.367027282714844,4.8249430656433105,0.0
0.3,1.2342857142857144,-43.1627197265625,-45.621131896972656,2.4584107398986816,0.0
0.3,1.4457142857142857,-44.4209098815918,-45.6593132019043,1.2384041547775269,0.0
0.3,1.657142857142857,-43.14644241333008,-45.71760559082031,2.571162462234497,0.0
0.3,1.8685714285714288,-43.83894348144531,-45.81683349609375,1.9778882265090942,0.0
0.3,2.08,-45.06289291381836,-45.890846252441406,0.8279526233673096,0.0
0.3,2.2914285714285714,-45.85530090332031,-46.24810791015625,0.39280587434768677,0.0
0.3,2.502857142857143,-46.59270095825195,-46.49964141845703,-0.09305992722511292,0.0
0.3,2.7142857142857144,-47.177024841308594,-46.7799072265625,-0.39711686968803406,0.0
0.3,2.9257142857142857,-47.7668571472168,-47.20359802246094,-0.5632587671279907,0.0
0.3,3.1371428571428575,-48.249420166015625,-47.62483596801758,-0.6245841979980469,0.0
0.3,3.3485714285714288,-48.54948043823242,-47.922359466552734,-0.6271202564239502,0.0
0.3,3.56,-48.76487731933594,-48.18247985839844,-0.5827147364616394,0.0003155273443553597
0.3,3.771428571428572,-48.8400993347168,-48.338462829589844,-0.5036423802375793,0.0020076001528650522
0.3,3.982857142857143,-48.77299118041992,-48.36273193359375,-0.4122683107852936,0.002010993892326951
0.3,4.194285714285714,-48.646995544433594,-48.34553527832031,-0.30297988653182983,0.0015191689599305391
0.3,4.405714285714286,-48.51736068725586,-48.33129119873047,-0.18745353817939758,0.001383952796459198
0.3,4.6171428571428565,-48.3831672668457,-48.29619598388672,-0.0886199101805687,0.0016472098650410771
0.3,4.828571428571428,-48.24143600463867,-48.222328186035156,-0.021155504509806633,0.002047249348834157
0.3,5.04,-48.11442565917969,-48.11673355102539,-0.0,0.0023075081408023834
0.3,5.251428571428571,-47.99352264404297,-47.99595642089844,-0.0,0.002433300483971834
0.3,5.462857142857143,-47.883609771728516,-47.88610076904297,-0.0,0.002489740028977394
0.3,5.674285714285714,-47.79012680053711,-47.7926139831543,-0.0,0.0024872070644050837
0.3,5.885714285714285,-47.701507568359375,-47.703948974609375,-0.0,0.0024405582807958126
0.3,6.097142857142857,-47.60905456542969,-47.611419677734375,-0.0,0.002363389590755105
0.3,6.308571428571429,-47.53025817871094,-47.53252410888672,-0.0,0.0022663080599159002
0.3,6.52,-47.48049545288086,-47.48265075683594,-0.0,0.002156840870156884
0.3,6.731428571428571,-47.46953582763672,-47.47157669067383,-0.0,0.0020400017965584993
0.3,6.942857142857143,-47.470157623291016,-47.472076416015625,-0.0,0.001918520894832909
0.3,7.154285714285714,-47.470001220703125,-47.47179412841797,-0.0,0.0017937314696609974
0.3,7.365714285714286,-47.470455169677734,-47.47212219238281,-0.0,0.0016658507520332932
0.3,7.577142857142857,-47.47087097167969,-47.47240447998047,-0.0,0.0015342894475907087
0.3,7.788571428571428,-47.470767974853516,-47.47216796875,-0.0,0.0013982049422338605
0.3,8.0,-47.4716911315918,-47.47294616699219,-0.0,0.0012565632350742817
0.4,0.6,-35.19263458251953,-45.34935760498047,10.156722068786621,0.0
0.4,0.8114285714285714,-38.2960319519043,-45.30415725708008,7.008124828338623,0.0
0.4,1.022857142857143,-38.93251419067383,-45.36664581298828,6.434131622314453,0.0
0.4,1.2342857142857144,-42.343505859375,-45.62156677246094,3.278059482574463,0.0
0.4,1.4457142857142857,-44.0080680847168,-45.65924835205078,1.651179552078247,0.0
0.4,1.657142857142857,-42.28921127319336,-45.717308044433594,3.4280974864959717,0.0
0.4,1.8685714285714288,-43.17958068847656,-45.81683349609375,2.637254476547241,0.0
0.4,2.08,-44.78694152832031,-45.890846252441406,1.103906273841858,0.0
0.4,2.2914285714285714,-45.724552154541016,-46.24805450439453,0.5235015749931335,0.0
0.4,2.502857142857143,-46.62359619140625,-46.49939727783203,-0.12419891357421875,0.0
0.4,2.7142857142857144,-47.30914306640625,-46.77941131591797,-0.5297317504882812,0.0
0.4,2.9257142857142857,-47.954891204833984,-47.203731536865234,-0.75115966796875,0.0
0.4,3.1371428571428575,-48.457645416259766,-47.62483596801758,-0.8328109979629517,0.0
0.4,3.3485714285714288,-48.75855255126953,-47.92235565185547,-0.8361954092979431,0.0
0.4,3.56,-48.95884323120117,-48.18219757080078,-0.7770653963088989,0.00042070329072885215
0.4,3.771428571428572,-49.0074577331543,-48.338592529296875,-0.6715426445007324,0.0026768012903630733
0.4,3.982857142857143,-48.9099006652832,-48.36273193359375,-0.5498513579368591,0.0026813182048499584
0.4,4.194285714285714,-48.74742889404297,-48.34553527832031,-0.40391892194747925,0.0020256000570952892
0.4,4.405714285714286,-48.57938003540039,-48.33131408691406,-0.24991266429424286,0.0018453222000971437
0.4,4.6171428571428565,-48.41154861450195,-48.2955436706543,-0.11820218712091446,0.002196231624111533
0.4,4.828571428571428,-48.247711181640625,-48.22220993041992,-0.028230978175997734,0.002729631494730711
0.4,5.04,-48.113807678222656,-48.116886138916016,-0.0,0.003076705150306225
0.4,5.251428571428571,-47.99271011352539,-47.99595642089844,-0.0,0.0032445660326629877
0.4,5.462857142857143,-47.88251495361328,-47.885833740234375,-0.0,0.0033197395969182253
0.4,5.674285714285714,-47.7892951965332,-47.79261016845703,-0.0,0.0033162450417876244
0.4,5.885714285714285,-47.70083999633789,-47.70409393310547,-0.0,0.0032539537642151117
0.4,6.097142857142857,-47.608211517333984,-47.61136245727539,-0.0,0.003151217009872198
0.4,6.308571428571429,-47.52989196777344,-47.53291320800781,-0.0,0.0030217026360332966
0.4,6.52,-47.47972106933594,-47.48259735107422,-0.0,0.002875801408663392
0.4,6.731428571428571,-47.467830657958984,-47.470550537109375,-0.0,0.0027200679760426283
0.4,6.942857142857143,-47.46946716308594,-47.47202682495117,-0.0,0.0025580693036317825
0.4,7.154285714285714,-47.470027923583984,-47.47241973876953,-0.0,0.0023916352074593306
0.4,7.365714285714286,-47.46990203857422,-47.47212219238281,-0.0,0.0022210758179426193
0.4,7.577142857142857,-47.47015380859375,-47.472198486328125,-0.0,0.002045760629698634
0.4,7.788571428571428,-47.47056579589844,-47.47243118286133,-0.0,0.0018642628565430641
0.4,8.0,-47.470462799072266,-47.472137451171875,-0.0,0.0016754037933424115
0.5,0.6,-32.65348434448242,-45.34941101074219,12.69592571258545,0.0
0.5,0.8114285714285714,-36.54286575317383,-45.304534912109375,8.761670112609863,0.0
0.5,1.022857142857143,-37.32478332519531,-45.366371154785156,8.041587829589844,0.0
0.5,1.2342857142857144,-41.5238037109375,-45.621192932128906,4.097387313842773,0.0
0.5,1.4457142857142857,-43.595436096191406,-45.65935134887695,2.063915252685547,0.0
0.5,1.657142857142857,-41.4320068359375,-45.71695327758789,4.284944534301758,0.0
0.5,1.8685714285714288,-42.52024841308594,-45.816680908203125,3.2964324951171875,0.0
0.5,2.08,-44.51100158691406,-45.89092254638672,1.3799209594726562,0.0
0.5,2.2914285714285714,-45.593849182128906,-46.24805450439453,0.6542072296142578,0.0
0.5,2.502857142857143,-46.6549072265625,-46.499969482421875,-0.1549358367919922,0.0
0.5,2.7142857142857144,-47.4408073425293,-46.77941131591797,-0.6613960266113281,0.0
0.5,2.9257142857142857,-48.14274597167969,-47.203861236572266,-0.9388847351074219,0.0
0.5,3.1371428571428575,-48.66575241088867,-47.624637603759766,-1.0411148071289062,0.0
0.5,3.3485714285714288,-48.967613220214844,-47.92247009277344,-1.045145034790039,0.0
0.5,3.56,-49.152889251708984,-48.18231201171875,-0.9711019992828369,0.0005258792662061751
0.5,3.771428571428572,-49.174591064453125,-48.338592529296875,-0.8393446803092957,0.0033460077829658985
0.5,3.982857142857143,-49.0464973449707,-48.36273956298828,-0.687110960483551,0.003351665800437331
0.5,4.194285714285714,-48.84781265258789,-48.34532165527344,-0.5050258040428162,0.002531984355300665
0.5,4.405714285714286,-48.641395568847656,-48.33131408691406,-0.31239083409309387,0.002306670881807804
0.5,4.6171428571428565,-48.4405632019043,-48.2955436706543,-0.14776788651943207,0.0027453049551695585
0.5,4.828571428571428,-48.25420379638672,-48.222328186035156,-0.03528623655438423,0.003411992685869336
0.5,5.04,-48.11293029785156,-48.11677551269531,-0.0,0.00384582974947989
0.5,5.251428571428571,-47.99190139770508,-47.99595642089844,-0.0,0.004055624827742577
0.5,5.462857142857143,-47.881683349609375,-47.885833740234375,-0.0,0.004149790853261948
0.5,5.674285714285714,-47.78846740722656,-47.7926139831543,-0.0,0.0041452208533883095
0.5,5.885714285714285,-47.69988250732422,-47.703948974609375,-0.0,0.0040674940682947636
0.5,6.097142857142857,-47.607479095458984,-47.611419677734375,-0.0,0.003938961774110794
0.5,6.308571428571429,-47.52873992919922,-47.53251647949219,-0.0,0.0037771593779325485
0.5,6.52,-47.47894287109375,-47.48253631591797,-0.0,0.0035947621800005436
0.5,6.731428571428571,-47.468807220458984,-47.472206115722656,-0.0,0.0033999893348664045
0.5,6.942857142857143,-47.46834945678711,-47.4715461730957,-0.0,0.0031975244637578726
0.5,7.154285714285714,-47.46942901611328,-47.47241973876953,-0.0,0.002989476779475808
0.5,7.365714285714286,-47.469459533691406,-47.47223663330078,-0.0,0.002776393899694085
0.5,7.577142857142857,-47.4698486328125,-47.47240447998047,-0.0,0.0025571284350007772
0.5,7.788571428571428,-47.47010040283203,-47.47243118286133,-0.0,0.002330356976017356
0.5,8.0,-47.4694938659668,-47.471588134765625,-0.0,0.0020942806731909513
0.6,0.6,-30.114158630371094,-45.34929275512695,15.23513412475586,0.0
0.6,0.8114285714285714,-34.791969299316406,-45.30415725708008,10.512187004089355,0.0
0.6,1.022857142857143,-35.716880798339844,-45.366371154785156,9.649492263793945,0.0
0.6,1.2342857142857144,-40.70431137084961,-45.621131896972656,4.916821479797363,0.0
0.6,1.4457142857142857,-43.182403564453125,-45.6590576171875,2.4766550064086914,0.0
0.6,1.657142857142857,-40.575042724609375,-45.71701431274414,5.141970157623291,0.0
0.6,1.8685714285714288,-41.8609619140625,-45.816680908203125,3.955719232559204,0.0
0.6,2.08,-44.2349853515625,-45.890846252441406,1.6558594703674316,0.0
0.6,2.2914285714285714,-45.46247482299805,-46.24805450439453,0.7855797410011292,0.0
0.6,2.502857142857143,-46.68541717529297,-46.499515533447266,-0.18590012192726135,0.0
0.6,2.7142857142857144,-47.57413864135742,-46.77989959716797,-0.7942383289337158,0.0
0.6,2.9257142857142857,-48.330169677734375,-47.203731536865234,-1.1264374256134033,0.0
0.6,3.1371428571428575,-48.87400436401367,-47.62483596801758,-1.2491683959960938,0.0
0.6,3.3485714285714288,-49.1766471862793,-47.92235565185547,-1.2542930841445923,0.0
0.6,3.56,-49.34695816040039,-48.18219757080078,-1.1653908491134644,0.0006310546887107193
0.6,3.771428571428572,-49.34178924560547,-48.338592529296875,-1.0072135925292969,0.0040152003057301044
0.6,3.982857142857143,-49.18348693847656,-48.36273193359375,-0.8247771263122559,0.004021987784653902
0.6,4.194285714285714,-48.94831466674805,-48.34532165527344,-0.6060309410095215,0.0030383379198610783
0.6,4.405714285714286,-48.70341491699219,-48.33131408691406,-0.3748690187931061,0.002767905592918396
0.6,4.6171428571428565,-48.469505310058594,-48.295494079589844,-0.17730812728405,0.0032944197300821543
0.6,4.828571428571428,-48.26106643676758,-48.22284698486328,-0.04231316223740578,0.004094498697668314
0.6,5.04,-48.11227035522461,-48.116886138916016,-0.0,0.004615016281604767
0.6,5.251428571428571,-47.9910888671875,-47.99595642089844,-0.0,0.004866600967943668
0.6,5.462857142857143,-47.8809928894043,-47.88597106933594,-0.0,0.004979480057954788
0.6,5.674285714285714,-47.78763961791992,-47.7926139831543,-0.0,0.004974414128810167
0.6,5.885714285714285,-47.699066162109375,-47.703948974609375,-0.0,0.004881116561591625
0.6,6.097142857142857,-47.60663604736328,-47.61136245727539,-0.0,0.00472677918151021
0.6,6.308571428571429,-47.528358459472656,-47.53289031982422,-0.0,0.0045326161198318005
0.6,6.52,-47.4782829284668,-47.48259735107422,-0.0,0.004313681740313768
0.6,6.731428571428571,-47.46749496459961,-47.47157669067383,-0.0,0.004080003593116999
0.6,6.942857142857143,-47.467708587646484,-47.4715461730957,-0.0,0.003837041789665818
0.6,7.154285714285714,-47.46820831298828,-47.47179412841797,-0.0,0.0035874629393219948
0.6,7.365714285714286,-47.46879577636719,-47.47212600708008,-0.0,0.0033317015040665865
0.6,7.577142857142857,-47.469337463378906,-47.47240447998047,-0.0,0.0030685788951814175
0.6,7.788571428571428,-47.4693717956543,-47.47216796875,-0.0,0.002796409884467721
0.6,8.0,-47.469608306884766,-47.47212219238281,-0.0,0.0025131264701485634
0.7,0.6,-27.57585906982422,-45.34929275512695,17.773433685302734,0.0
0.7,0.8114285714285714,-33.0381965637207,-45.304534912109375,12.266338348388672,0.0
0.7,1.022857142857143,-34.106834411621094,-45.366371154785156,11.259537696838379,0.0
0.7,1.2342857142857144,-39.884883880615234,-45.621273040771484,5.736390113830566,0.0
0.7,1.4457142857142857,-42.7697639465332,-45.65951156616211,2.8897483348846436,0.0
0.7,1.657142857142857,-39.71726608276367,-45.717708587646484,6.000441551208496,0.0
0.7,1.8685714285714288,-41.20171356201172,-45.816680908203125,4.614965438842773,0.0
0.7,2.08,-43.95901107788086,-45.890846252441406,1.9318358898162842,0.0
0.7,2.2914285714285714,-45.33190155029297,-46.24805450439453,0.9161544442176819,0.0
0.7,2.502857142857143,-46.71695327758789,-46.50008773803711,-0.21686477959156036,0.0
0.7,2.7142857142857144,-47.70573425292969,-46.779747009277344,-0.9259891510009766,0.0
0.7,2.9257142857142857,-48.51826095581055,-47.203731536865234,-1.3145294189453125,0.0
0.7,3.1371428571428575,-49.08219528198242,-47.624637603759766,-1.457558035850525,0.0
0.7,3.3485714285714288,-49.385677337646484,-47.92247009277344,-1.4632083177566528,0.0
0.7,3.56,-49.54111862182617,-48.18231201171875,-1.3595428466796875,0.0007362320320680737
0.7,3.771428571428572,-49.50910949707031,-48.338592529296875,-1.1751996278762817,0.004684420768171549
0.7,3.982857142857143,-49.32027816772461,-48.36273193359375,-0.9622399210929871,0.004692350514233112
0.7,4.194285714285714,-49.0487174987793,-48.34532165527344,-0.7069411873817444,0.00354482582770288
0.7,4.405714285714286,-48.76546859741211,-48.33131408691406,-0.43738600611686707,0.0032293887343257666
0.7,4.6171428571428565,-48.498600006103516,-48.2955436706543,-0.2068997174501419,0.0038435966707766056
0.7,4.828571428571428,-48.26695251464844,-48.222328186035156,-0.049401212483644485,0.004777025431394577
0.7,5.04,-48.111392974853516,-48.11677551269531,-0.0,0.005384327378123999
0.7,5.251428571428571,-47.99040222167969,-47.99607849121094,-0.0,0.0056779286824166775
0.7,5.462857142857143,-47.88016128540039,-47.88597106933594,-0.0,0.0058096242137253284
0.7,5.674285714285714,-47.786808013916016,-47.79261016845703,-0.0,0.005803524516522884
0.7,5.885714285714285,-47.6982536315918,-47.703948974609375,-0.0,0.005694698076695204
0.7,6.097142857142857,-47.6058464050293,-47.61136245727539,-0.0,0.005514554679393768
0.7,6.308571428571429,-47.52698516845703,-47.53227233886719,-0.0,0.005288031417876482
0.7,6.52,-47.47754669189453,-47.48257827758789,-0.0,0.005032683722674847
0.7,6.731428571428571,-47.46681594848633,-47.47157669067383,-0.0,0.004760111216455698
0.7,6.942857142857143,-47.46706771850586,-47.4715461730957,-0.0,0.004476600326597691
0.7,7.154285714285714,-47.46823501586914,-47.47241973876953,-0.0,0.004185439087450504
0.7,7.365714285714286,-47.468238830566406,-47.47212600708008,-0.0,0.0038868954870849848
0.7,7.577142857142857,-47.46862030029297,-47.472198486328125,-0.0,0.003580039832741022
0.7,7.788571428571428,-47.46916961669922,-47.47243118286133,-0.0,0.0032624315936118364
0.7,8.0,-47.46920394897461,-47.472137451171875,-0.0,0.0029320651665329933
0.8,0.6,-25.035396575927734,-45.34925842285156,20.313861846923828,0.0
0.8,0.8114285714285714,-31.2880859375,-45.3050537109375,14.016966819763184,0.0
0.8,1.022857142857143,-32.49984359741211,-45.36643981933594,12.866595268249512,0.0
0.8,1.2342857142857144,-39.06536102294922,-45.621131896972656,6.5557708740234375,0.0
0.8,1.4457142857142857,-42.356895446777344,-45.659278869628906,3.3023834228515625,0.0
0.8,1.657142857142857,-38.85990905761719,-45.71695327758789,6.857043743133545,0.0
0.8,1.8685714285714288,-40.54228591918945,-45.81663513183594,5.274350166320801,0.0
0.8,2.08,-43.68303298950195,-45.890846252441406,2.207812547683716,0.0
0.8,2.2914285714285714,-45.200626373291016,-46.24810791015625,1.0474823713302612,0.0
0.8,2.502857142857143,-46.747352600097656,-46.49939727783203,-0.247955322265625,0.0
0.8,2.7142857142857144,-47.8387565612793,-46.779258728027344,-1.0594971179962158,0.0
0.8,2.9257142857142857,-48.706050872802734,-47.203731536865234,-1.5023193359375,0.0
0.8,3.1371428571428575,-49.29035568237305,-47.624637603759766,-1.665716528892517,0.0
0.8,3.3485714285714288,-49.59468460083008,-47.92235565185547,-1.6723297834396362,0.0
0.8,3.56,-49.73521041870117,-48.18219757080078,-1.55385422706604,0.0008414065814577043
0.8,3.771428571428572,-49.676483154296875,-48.338043212890625,-1.3437907695770264,0.005353602580726147
0.8,3.982857142857143,-49.457088470458984,-48.36273193359375,-1.0997211933135986,0.005362636409699917
0.8,4.194285714285714,-49.14942932128906,-48.34553527832031,-0.8079463243484497,0.0040512001141905785
0.8,4.405714285714286,-48.82724380493164,-48.33131408691406,-0.4996201992034912,0.0036906444001942873
0.8,4.6171428571428565,-48.527557373046875,-48.2955436706543,-0.23640437424182892,0.004392463248223066
0.8,4.828571428571428,-48.2733268737793,-48.222328186035156,-0.05645798146724701,0.005459262989461422
0.8,5.04,-48.11081314086914,-48.116966247558594,-0.0,0.00615341030061245
0.8,5.251428571428571,-47.98946762084961,-47.99595642089844,-0.0,0.006489132065325975
0.8,5.462857142857143,-47.87946319580078,-47.88610076904297,-0.0,0.006639479193836451
0.8,5.674285714285714,-47.78597640991211,-47.79261016845703,-0.0,0.006632490083575249
0.8,5.885714285714285,-47.69758605957031,-47.70409393310547,-0.0,0.0065079075284302235
0.8,6.097142857142857,-47.605003356933594,-47.611305236816406,-0.0,0.006302434019744396
0.8,6.308571428571429,-47.526817321777344,-47.532859802246094,-0.0,0.006043405272066593
0.8,6.52,-47.476898193359375,-47.48265075683594,-0.0,0.005751602817326784
